Częstotliwość (Hz)	Poziom (dB)
11786.737061	-108.541969
11789.428711	-108.994926
11792.120361	-111.983627
11794.812012	-110.517647
11797.503662	-113.419685
11800.195313	-116.471664
11802.886963	-113.389252
11805.578613	-115.928757
11808.270264	-112.070000
11810.961914	-111.895370
11813.653564	-113.042778
11816.345215	-114.125107
11819.036865	-115.073311
11821.728516	-119.206985
11824.420166	-117.452522
11827.111816	-116.643188
11829.803467	-116.579445
11832.495117	-121.302864
11835.186768	-122.612755
11837.878418	-117.544586
11840.570068	-118.245857
11843.261719	-124.079514
11845.953369	-120.323021
11848.645020	-121.096947
11851.336670	-122.464828
11854.028320	-119.192787
11856.719971	-119.577614
11859.411621	-118.659660
11862.103271	-118.275543
11864.794922	-119.123642
11867.486572	-115.579048
11870.178223	-122.214859
11872.869873	-118.035027
11875.561523	-120.145813
11878.253174	-122.017303
11880.944824	-123.234848
11883.636475	-123.040306
11886.328125	-118.769783
11889.019775	-117.629898
11891.711426	-120.273567
11894.403076	-122.253922
11897.094727	-122.115257
11899.786377	-121.255119
11902.478027	-119.013832
11905.169678	-121.327301
11907.861328	-130.780014
11910.552979	-124.627945
11913.244629	-121.083618
11915.936279	-123.321198
11918.627930	-119.057907
11921.319580	-116.172142
11924.011230	-120.863869
11926.702881	-127.511963
11929.394531	-117.861641
11932.086182	-116.269592
11934.777832	-117.511810
11937.469482	-119.361725
11940.161133	-123.234940
11942.852783	-117.155563
11945.544434	-117.594109
11948.236084	-120.423546
11950.927734	-118.913368
11953.619385	-116.856735
11956.311035	-118.107056
11959.002686	-119.400970
11961.694336	-119.361320
11964.385986	-121.535858
11967.077637	-120.294426
11969.769287	-118.010017
11972.460938	-116.662651
11975.152588	-113.778038
11977.844238	-113.621986
11980.535889	-113.932297
11983.227539	-117.179428
11985.919189	-116.215424
11988.610840	-116.486198
11991.302490	-117.098106
11993.994141	-115.122917
11996.685791	-114.503044
11999.377441	-115.877655
12002.069092	-114.603020
12004.760742	-119.117592
12007.452393	-115.776131
12010.144043	-111.303925
12012.835693	-109.160225
12015.527344	-104.803040
12018.218994	-109.323860
12020.910645	-109.419991
12023.602295	-110.377281
12026.293945	-118.489983
12028.985596	-117.249222
12031.677246	-113.809822
12034.368896	-112.319405
12037.060547	-114.540489
12039.752197	-114.475197
12042.443848	-116.396042
12045.135498	-115.444756
12047.827148	-114.779198
12050.518799	-115.626038
12053.210449	-113.350189
12055.902100	-112.853516
12058.593750	-113.581894
12061.285400	-112.183334
12063.977051	-114.083351
12066.668701	-114.278687
12069.360352	-118.034386
12072.052002	-113.753853
12074.743652	-111.508072
12077.435303	-114.278748
12080.126953	-115.401062
12082.818604	-114.202957
12085.510254	-116.980682
12088.201904	-121.905106
12090.893555	-117.558296
12093.585205	-116.880707
12096.276855	-121.969292
12098.968506	-119.369987
12101.660156	-119.050049
12104.351807	-115.475311
12107.043457	-116.176613
12109.735107	-118.948082
12112.426758	-121.185669
12115.118408	-118.908470
12117.810059	-120.069374
12120.501709	-122.952652
12123.193359	-119.911690
12125.885010	-119.824570
12128.576660	-120.618187
12131.268311	-119.728859
12133.959961	-117.930046
12136.651611	-118.321083
12139.343262	-114.409302
12142.034912	-118.159538
12144.726563	-121.331787
12147.418213	-114.535461
12150.109863	-118.220802
12152.801514	-119.930595
12155.493164	-115.061531
12158.184814	-113.398727
12160.876465	-114.440567
12163.568115	-116.250816
12166.259766	-115.304626
12168.951416	-115.245949
12171.643066	-112.778534
12174.334717	-113.192513
12177.026367	-118.801056
12179.718018	-118.228333
12182.409668	-117.040550
12185.101318	-116.191986
12187.792969	-115.331367
12190.484619	-116.665810
12193.176270	-117.127449
12195.867920	-111.564247
12198.559570	-108.519997
12201.251221	-105.241127
12203.942871	-105.697617
12206.634521	-105.214767
12209.326172	-108.800034
12212.017822	-113.671318
12214.709473	-112.970131
12217.401123	-105.879097
12220.092773	-102.830544
12222.784424	-113.449028
12225.476074	-105.257027
12228.167725	-113.038437
12230.859375	-109.083534
12233.551025	-110.589958
12236.242676	-109.635002
12238.934326	-108.819901
12241.625977	-112.545723
12244.317627	-120.222893
12247.009277	-117.702278
12249.700928	-115.025200
12252.392578	-118.271683
12255.084229	-118.960411
12257.775879	-117.733238
12260.467529	-117.538666
12263.159180	-119.031654
12265.850830	-116.850746
12268.542480	-117.059486
12271.234131	-114.659355
12273.925781	-117.140816
12276.617432	-117.235992
12279.309082	-117.377243
12282.000732	-120.484497
12284.692383	-121.274223
12287.384033	-123.647713
12290.075684	-118.333847
12292.767334	-119.501167
12295.458984	-125.624054
12298.150635	-124.634239
12300.842285	-123.242584
12303.533936	-123.415215
12306.225586	-120.611008
12308.917236	-120.258026
12311.608887	-121.904388
12314.300537	-120.247147
12316.992188	-121.607620
12319.683838	-118.352669
12322.375488	-116.343903
12325.067139	-118.005508
12327.758789	-112.297760
12330.450439	-111.095673
12333.142090	-111.743759
12335.833740	-114.327278
12338.525391	-111.033897
12341.217041	-113.854507
12343.908691	-118.146782
12346.600342	-124.208061
12349.291992	-121.529846
12351.983643	-121.676491
12354.675293	-125.247826
12357.366943	-118.325027
12360.058594	-116.111732
12362.750244	-121.896690
12365.441895	-120.758598
12368.133545	-114.142586
12370.825195	-115.392502
12373.516846	-120.287270
12376.208496	-120.124298
12378.900146	-118.030411
12381.591797	-118.877548
12384.283447	-117.641060
12386.975098	-116.035194
12389.666748	-115.005440
12392.358398	-112.317711
12395.050049	-114.274483
12397.741699	-118.155785
12400.433350	-114.565414
12403.125000	-113.408356
12405.816650	-112.725487
12408.508301	-118.864563
12411.199951	-122.034988
12413.891602	-120.049454
12416.583252	-116.908775
12419.274902	-112.794861
12421.966553	-113.704849
12424.658203	-110.109886
12427.349854	-103.614799
12430.041504	-108.359314
12432.733154	-114.299553
12435.424805	-117.485519
12438.116455	-111.864738
12440.808105	-112.323914
12443.499756	-112.556839
12446.191406	-120.150818
12448.883057	-111.585083
12451.574707	-110.011932
12454.266357	-115.452286
12456.958008	-111.898758
12459.649658	-115.344704
12462.341309	-117.505402
12465.032959	-114.843903
12467.724609	-118.365372
12470.416260	-117.168510
12473.107910	-105.889999
12475.799561	-97.135727
12478.491211	-97.781746
12481.182861	-105.526749
12483.874512	-106.672134
12486.566162	-100.367043
12489.257813	-99.420410
12491.949463	-103.963341
12494.641113	-107.296539
12497.332764	-117.420670
12500.024414	-110.246506
12502.716064	-115.610367
12505.407715	-111.407036
12508.099365	-116.635628
12510.791016	-118.802673
12513.482666	-119.887329
12516.174316	-120.198288
12518.865967	-118.716080
12521.557617	-119.977554
12524.249268	-119.404823
12526.940918	-115.907478
12529.632568	-114.814171
12532.324219	-117.526199
12535.015869	-117.178848
12537.707520	-118.738464
12540.399170	-119.438477
12543.090820	-119.710159
12545.782471	-119.440056
12548.474121	-117.225479
12551.165771	-118.685066
12553.857422	-122.467194
12556.549072	-124.263313
12559.240723	-126.083458
12561.932373	-120.761604
12564.624023	-116.855827
12567.315674	-118.156036
12570.007324	-117.396423
12572.698975	-116.386833
12575.390625	-114.647125
12578.082275	-115.387161
12580.773926	-116.520775
12583.465576	-121.785126
12586.157227	-122.811974
12588.848877	-120.172913
12591.540527	-117.939209
12594.232178	-117.849571
12596.923828	-117.059929
12599.615479	-117.931824
12602.307129	-118.544525
12604.998779	-119.755852
12607.690430	-119.765938
12610.382080	-120.039383
12613.073730	-115.140366
12615.765381	-113.495857
12618.457031	-112.950150
12621.148682	-114.154716
12623.840332	-120.399345
12626.531982	-116.058800
12629.223633	-113.412613
12631.915283	-111.677094
12634.606934	-115.566223
12637.298584	-122.880646
12639.990234	-116.175964
12642.681885	-110.197350
12645.373535	-111.121155
12648.065186	-113.616165
12650.756836	-117.488297
12653.448486	-114.731255
12656.140137	-116.431725
12658.831787	-113.844368
12661.523438	-122.781013
12664.215088	-120.052498
12666.906738	-119.573311
12669.598389	-119.219215
12672.290039	-116.292717
12674.981689	-115.458733
12677.673340	-116.848816
12680.364990	-114.869713
12683.056641	-116.715004
12685.748291	-118.987404
12688.439941	-114.314949
12691.131592	-117.433777
12693.823242	-118.895897
12696.514893	-121.493843
12699.206543	-121.427597
12701.898193	-121.737450
12704.589844	-120.487846
12707.281494	-120.851234
12709.973145	-117.766754
12712.664795	-118.125748
12715.356445	-117.140343
12718.048096	-116.511871
12720.739746	-117.891212
12723.431396	-121.279732
12726.123047	-122.059387
12728.814697	-118.982529
12731.506348	-113.703644
12734.197998	-112.061920
12736.889648	-117.515205
12739.581299	-113.893066
12742.272949	-115.899323
12744.964600	-117.717903
12747.656250	-115.448235
12750.347900	-115.740158
12753.039551	-116.729446
12755.731201	-125.033638
12758.422852	-117.556953
12761.114502	-119.462143
12763.806152	-122.847755
12766.497803	-120.181274
12769.189453	-119.454781
12771.881104	-118.423996
12774.572754	-118.618965
12777.264404	-118.772766
12779.956055	-117.849220
12782.647705	-116.087273
12785.339355	-120.093193
12788.031006	-118.841545
12790.722656	-118.686134
12793.414307	-117.299706
12796.105957	-115.820137
12798.797607	-118.291451
12801.489258	-119.723770
12804.180908	-123.565056
12806.872559	-118.884583
12809.564209	-118.172585
12812.255859	-118.638184
12814.947510	-117.473755
12817.639160	-115.723450
12820.330811	-114.131271
12823.022461	-115.464325
12825.714111	-116.615074
12828.405762	-115.988403
12831.097412	-123.648697
12833.789063	-120.452271
12836.480713	-119.074928
12839.172363	-118.032364
12841.864014	-118.891289
12844.555664	-115.534187
12847.247314	-114.978531
12849.938965	-117.636559
12852.630615	-114.506912
12855.322266	-118.057579
12858.013916	-119.542633
12860.705566	-118.546577
12863.397217	-116.948921
12866.088867	-114.452301
12868.780518	-118.834053
12871.472168	-118.391502
12874.163818	-115.832100
12876.855469	-116.449539
12879.547119	-122.104729
12882.238770	-122.060417
12884.930420	-118.829659
12887.622070	-122.359657
12890.313721	-117.473816
12893.005371	-113.118156
12895.697021	-106.044647
12898.388672	-109.302094
12901.080322	-118.151016
12903.771973	-113.994156
12906.463623	-115.827522
12909.155273	-115.007683
12911.846924	-112.243477
12914.538574	-115.340469
12917.230225	-119.905640
12919.921875	-117.122192
12922.613525	-118.203659
12925.305176	-120.729607
12927.996826	-118.683853
12930.688477	-122.331818
12933.380127	-119.286461
12936.071777	-116.277061
12938.763428	-115.217339
12941.455078	-116.535042
12944.146729	-118.578453
12946.838379	-117.622253
12949.530029	-119.841278
12952.221680	-114.642784
12954.913330	-113.366348
12957.604980	-117.858902
12960.296631	-118.197670
12962.988281	-117.660416
12965.679932	-118.424339
12968.371582	-115.729149
12971.063232	-114.402924
12973.754883	-116.197639
12976.446533	-118.685257
12979.138184	-114.899963
12981.829834	-116.329826
12984.521484	-117.659409
12987.213135	-119.269119
12989.904785	-119.845154
12992.596436	-114.409668
12995.288086	-115.911728
12997.979736	-121.792381
13000.671387	-119.564491
13003.363037	-116.643425
13006.054688	-118.835037
13008.746338	-124.861160
13011.437988	-122.031776
13014.129639	-118.801674
13016.821289	-116.923134
13019.512939	-122.092712
13022.204590	-121.077515
13024.896240	-118.146614
13027.587891	-125.519203
13030.279541	-123.144157
13032.971191	-119.545555
13035.662842	-118.577583
13038.354492	-117.650925
13041.046143	-119.951225
13043.737793	-116.149994
13046.429443	-113.310242
13049.121094	-116.591530
13051.812744	-115.284119
13054.504395	-112.711067
13057.196045	-113.435226
13059.887695	-115.156372
13062.579346	-120.220215
13065.270996	-117.354782
13067.962646	-117.104347
13070.654297	-119.918541
13073.345947	-125.403107
13076.037598	-121.139374
13078.729248	-119.644669
13081.420898	-115.574791
13084.112549	-115.679626
13086.804199	-122.366501
13089.495850	-124.538872
13092.187500	-118.789490
13094.879150	-117.666794
13097.570801	-122.247086
13100.262451	-128.947891
13102.954102	-125.117546
13105.645752	-123.435593
13108.337402	-118.821716
13111.029053	-122.401817
13113.720703	-120.443314
13116.412354	-119.168922
13119.104004	-127.288002
13121.795654	-124.836205
13124.487305	-121.969376
13127.178955	-119.565773
13129.870605	-120.404121
13132.562256	-120.634705
13135.253906	-128.850479
13137.945557	-122.736267
13140.637207	-118.301147
13143.328857	-118.042900
13146.020508	-125.647781
13148.712158	-122.477661
13151.403809	-117.836136
13154.095459	-120.541588
13156.787109	-111.303139
13159.478760	-109.793159
13162.170410	-113.277184
13164.862061	-121.042747
13167.553711	-121.557007
13170.245361	-126.704384
13172.937012	-122.772179
13175.628662	-120.491638
13178.320313	-115.682526
13181.011963	-116.343399
13183.703613	-118.022240
13186.395264	-115.683899
13189.086914	-113.266922
13191.778564	-118.266380
13194.470215	-117.814415
13197.161865	-118.843124
13199.853516	-112.244324
13202.545166	-119.535011
13205.236816	-115.399940
13207.928467	-120.666016
13210.620117	-119.585220
13213.311768	-116.143303
13216.003418	-117.577614
13218.695068	-123.698059
13221.386719	-120.702774
13224.078369	-117.852715
13226.770020	-117.145546
13229.461670	-117.401382
13232.153320	-120.462021
13234.844971	-122.542465
13237.536621	-116.098434
13240.228271	-115.690735
13242.919922	-119.482925
13245.611572	-118.303329
13248.303223	-115.874802
13250.994873	-119.562698
13253.686523	-121.249878
13256.378174	-121.791992
13259.069824	-118.316696
13261.761475	-121.229256
13264.453125	-118.424461
13267.144775	-118.916046
13269.836426	-124.741661
13272.528076	-122.370659
13275.219727	-119.794159
13277.911377	-123.959152
13280.603027	-120.320496
13283.294678	-122.069145
13285.986328	-122.320694
13288.677979	-122.346214
13291.369629	-120.374397
13294.061279	-120.765755
13296.752930	-124.006996
13299.444580	-121.458885
13302.136230	-120.790138
13304.827881	-122.587273
13307.519531	-119.121208
13310.211182	-118.298897
13312.902832	-117.721809
13315.594482	-118.791321
13318.286133	-121.236320
13320.977783	-117.429634
13323.669434	-120.194611
13326.361084	-125.112053
13329.052734	-118.669952
13331.744385	-117.040314
13334.436035	-118.460754
13337.127686	-116.812706
13339.819336	-115.887413
13342.510986	-115.405960
13345.202637	-115.490685
13347.894287	-123.600204
13350.585938	-120.246552
13353.277588	-118.531151
13355.969238	-119.076393
13358.660889	-118.623566
13361.352539	-120.726723
13364.044189	-118.039658
13366.735840	-118.281059
13369.427490	-117.826416
13372.119141	-116.376816
13374.810791	-115.503418
13377.502441	-116.573669
13380.194092	-117.346275
13382.885742	-119.775108
13385.577393	-117.204071
13388.269043	-114.698288
13390.960693	-114.703674
13393.652344	-115.947784
13396.343994	-118.015434
13399.035645	-124.251297
13401.727295	-121.448082
13404.418945	-118.690971
13407.110596	-115.426430
13409.802246	-113.511246
13412.493896	-115.045517
13415.185547	-110.762764
13417.877197	-119.498917
13420.568848	-113.223404
13423.260498	-110.391182
13425.952148	-106.988068
13428.643799	-118.283859
13431.335449	-109.998787
13434.027100	-113.905663
13436.718750	-115.796303
13439.410400	-117.063744
13442.102051	-115.195999
13444.793701	-116.562592
13447.485352	-109.383064
13450.177002	-110.491203
13452.868652	-115.628731
13455.560303	-114.237144
13458.251953	-117.100929
13460.943604	-123.553368
13463.635254	-117.776207
13466.326904	-110.493042
13469.018555	-111.912933
13471.710205	-115.800217
13474.401855	-113.333527
13477.093506	-114.897141
13479.785156	-115.504196
13482.476807	-110.621017
13485.168457	-111.991371
13487.860107	-117.275490
13490.551758	-114.859650
13493.243408	-112.695084
13495.935059	-115.474266
13498.626709	-114.629807
13501.318359	-116.394600
13504.010010	-116.492462
13506.701660	-115.836632
13509.393311	-117.354614
13512.084961	-117.448044
13514.776611	-119.173187
13517.468262	-117.488579
13520.159912	-113.511986
13522.851563	-115.928818
13525.543213	-117.495399
13528.234863	-117.283043
13530.926514	-114.310379
13533.618164	-116.480461
13536.309814	-116.492767
13539.001465	-119.031548
13541.693115	-116.337685
13544.384766	-117.643578
13547.076416	-119.407227
13549.768066	-120.427711
13552.459717	-123.457352
13555.151367	-115.390091
13557.843018	-116.125809
13560.534668	-118.884262
13563.226318	-118.497238
13565.917969	-115.925369
13568.609619	-116.298431
13571.301270	-116.917862
13573.992920	-115.462914
13576.684570	-113.628937
13579.376221	-113.504456
13582.067871	-114.437592
13584.759521	-115.141502
13587.451172	-121.556473
13590.142822	-119.551666
13592.834473	-119.693359
13595.526123	-121.172386
13598.217773	-120.285789
13600.909424	-120.509705
13603.601074	-119.381645
13606.292725	-123.917503
13608.984375	-119.626373
13611.676025	-120.487617
13614.367676	-120.401611
13617.059326	-117.229340
13619.750977	-116.051308
13622.442627	-116.960663
13625.134277	-116.243004
13627.825928	-118.601906
13630.517578	-119.487167
13633.209229	-116.180367
13635.900879	-117.392326
13638.592529	-121.954163
13641.284180	-121.155785
13643.975830	-117.967331
13646.667480	-117.008522
13649.359131	-114.844673
13652.050781	-115.131226
13654.742432	-120.103249
13657.434082	-122.371872
13660.125732	-121.192955
13662.817383	-114.685654
13665.509033	-115.478172
13668.200684	-120.236565
13670.892334	-121.791115
13673.583984	-114.189102
13676.275635	-115.587738
13678.967285	-117.824539
13681.658936	-113.747528
13684.350586	-116.515152
13687.042236	-121.433105
13689.733887	-118.654762
13692.425537	-125.261986
13695.117188	-117.204987
13697.808838	-119.110329
13700.500488	-118.786865
13703.192139	-116.898994
13705.883789	-115.396400
13708.575439	-118.707436
13711.267090	-116.105629
13713.958740	-117.402252
13716.650391	-118.918877
13719.342041	-117.082573
13722.033691	-119.712738
13724.725342	-119.389412
13727.416992	-117.292908
13730.108643	-114.430191
13732.800293	-116.029396
13735.491943	-117.685150
13738.183594	-123.136612
13740.875244	-128.470932
13743.566895	-120.408791
13746.258545	-120.269478
13748.950195	-122.429527
13751.641846	-119.445007
13754.333496	-114.854607
13757.025146	-109.186485
13759.716797	-110.816246
13762.408447	-110.073418
13765.100098	-113.947021
13767.791748	-117.017426
13770.483398	-111.624855
13773.175049	-113.401917
13775.866699	-120.219322
13778.558350	-119.932983
13781.250000	-119.745323
13783.941650	-121.291687
13786.633301	-121.981812
13789.324951	-121.116135
13792.016602	-123.159927
13794.708252	-116.785797
13797.399902	-119.378120
13800.091553	-122.115280
13802.783203	-119.752411
13805.474854	-119.265549
13808.166504	-118.732346
13810.858154	-117.999863
13813.549805	-115.581871
13816.241455	-114.051697
13818.933105	-115.911667
13821.624756	-117.016586
13824.316406	-116.438599
13827.008057	-117.230522
13829.699707	-119.330841
13832.391357	-114.988388
13835.083008	-117.961746
13837.774658	-119.292366
13840.466309	-115.852676
13843.157959	-117.684082
13845.849609	-120.191689
13848.541260	-115.212875
13851.232910	-113.446983
13853.924561	-115.228310
13856.616211	-117.294662
13859.307861	-119.443436
13861.999512	-120.821907
13864.691162	-112.420418
13867.382813	-112.282257
13870.074463	-114.252670
13872.766113	-118.805603
13875.457764	-115.940536
13878.149414	-116.512672
13880.841064	-114.342781
13883.532715	-115.734581
13886.224365	-116.442108
13888.916016	-119.299271
13891.607666	-117.806633
13894.299316	-117.333038
13896.990967	-117.351151
13899.682617	-120.052109
13902.374268	-120.933174
13905.065918	-125.535805
13907.757568	-117.847557
13910.449219	-114.249916
13913.140869	-116.785049
13915.832520	-117.254890
13918.524170	-116.368675
13921.215820	-124.002884
13923.907471	-124.295326
13926.599121	-118.842102
13929.290771	-116.495697
13931.982422	-116.325043
13934.674072	-115.753464
13937.365723	-117.558800
13940.057373	-119.570892
13942.749023	-117.994438
13945.440674	-115.866173
13948.132324	-113.754219
13950.823975	-112.764359
13953.515625	-113.381241
13956.207275	-113.776993
13958.898926	-111.782593
13961.590576	-103.823669
13964.282227	-102.287476
13966.973877	-101.441673
13969.665527	-103.778076
13972.357178	-110.575874
13975.048828	-112.635216
13977.740479	-115.815697
13980.432129	-114.417542
13983.123779	-115.418686
13985.815430	-119.281754
13988.507080	-118.877098
13991.198730	-118.686943
13993.890381	-118.465874
13996.582031	-114.288162
13999.273682	-115.046806
14001.965332	-119.833221
14004.656982	-118.831352
14007.348633	-115.039238
14010.040283	-114.886040
14012.731934	-118.039391
14015.423584	-115.709770
14018.115234	-117.517166
14020.806885	-119.386063
14023.498535	-118.626900
14026.190186	-115.616196
14028.881836	-117.667839
14031.573486	-115.870247
14034.265137	-115.774467
14036.956787	-121.861290
14039.648438	-118.112099
14042.340088	-118.689346
14045.031738	-113.358757
14047.723389	-111.561165
14050.415039	-110.602783
14053.106689	-111.544479
14055.798340	-114.166000
14058.489990	-116.432495
14061.181641	-117.129929
14063.873291	-115.027199
14066.564941	-115.285217
14069.256592	-112.048515
14071.948242	-116.177879
14074.639893	-118.122658
14077.331543	-119.736656
14080.023193	-118.500893
14082.714844	-116.692696
14085.406494	-117.455734
14088.098145	-121.051582
14090.789795	-120.395752
14093.481445	-124.340553
14096.173096	-117.984100
14098.864746	-117.907425
14101.556396	-120.044861
14104.248047	-123.188576
14106.939697	-122.260635
14109.631348	-119.833832
14112.322998	-118.423256
14115.014648	-118.970169
14117.706299	-118.245041
14120.397949	-118.076767
14123.089600	-116.834419
14125.781250	-114.570908
14128.472900	-118.865875
14131.164551	-119.598198
14133.856201	-119.814522
14136.547852	-121.648460
14139.239502	-118.993546
14141.931152	-115.270447
14144.622803	-115.800026
14147.314453	-117.773994
14150.006104	-116.737091
14152.697754	-117.714790
14155.389404	-121.742668
14158.081055	-120.557571
14160.772705	-116.798317
14163.464355	-122.061440
14166.156006	-121.956367
14168.847656	-117.451073
14171.539307	-121.307892
14174.230957	-121.354828
14176.922607	-116.524605
14179.614258	-117.142387
14182.305908	-123.176521
14184.997559	-122.147446
14187.689209	-117.638542
14190.380859	-116.829323
14193.072510	-118.368744
14195.764160	-118.507339
14198.455811	-122.549538
14201.147461	-118.248352
14203.839111	-118.031593
14206.530762	-118.035004
14209.222412	-125.302452
14211.914063	-120.557602
14214.605713	-122.096024
14217.297363	-120.048813
14219.989014	-119.006859
14222.680664	-123.089470
14225.372314	-116.027550
14228.063965	-116.681694
14230.755615	-122.925461
14233.447266	-121.419624
14236.138916	-118.010948
14238.830566	-119.701218
14241.522217	-121.516228
14244.213867	-123.544769
14246.905518	-124.248932
14249.597168	-128.190369
14252.288818	-117.913521
14254.980469	-114.105263
14257.672119	-119.811119
14260.363770	-119.638489
14263.055420	-118.665154
14265.747070	-115.028404
14268.438721	-117.243317
14271.130371	-119.945381
14273.822021	-119.784973
14276.513672	-117.690201
14279.205322	-114.860481
14281.896973	-117.819069
14284.588623	-119.787567
14287.280273	-120.700348
14289.971924	-119.382774
14292.663574	-119.974060
14295.355225	-120.773872
14298.046875	-123.926056
14300.738525	-123.443871
14303.430176	-122.220810
14306.121826	-119.534866
14308.813477	-119.227020
14311.505127	-116.963539
14314.196777	-117.103485
14316.888428	-120.209114
14319.580078	-114.990891
14322.271729	-112.765991
14324.963379	-115.524345
14327.655029	-118.688858
14330.346680	-115.036476
14333.038330	-119.648872
14335.729980	-122.722160
14338.421631	-115.720345
14341.113281	-120.472343
14343.804932	-123.528397
14346.496582	-119.975342
14349.188232	-115.781296
14351.879883	-117.889221
14354.571533	-123.187271
14357.263184	-115.435448
14359.954834	-115.016304
14362.646484	-118.858353
14365.338135	-113.794464
14368.029785	-111.162613
14370.721436	-113.014938
14373.413086	-116.158859
14376.104736	-119.155251
14378.796387	-121.767151
14381.488037	-124.160294
14384.179688	-125.340958
14386.871338	-118.609558
14389.562988	-120.144646
14392.254639	-118.881691
14394.946289	-118.177528
14397.637939	-115.999626
14400.329590	-113.501617
14403.021240	-114.248299
14405.712891	-117.023453
14408.404541	-117.241753
14411.096191	-117.158813
14413.787842	-117.468079
14416.479492	-116.663879
14419.171143	-119.053688
14421.862793	-117.109459
14424.554443	-117.069466
14427.246094	-120.418930
14429.937744	-119.846283
14432.629395	-116.732063
14435.321045	-113.884377
14438.012695	-112.826172
14440.704346	-111.848267
14443.395996	-114.012787
14446.087646	-113.998581
14448.779297	-115.566719
14451.470947	-121.551659
14454.162598	-119.926117
14456.854248	-118.477142
14459.545898	-120.951180
14462.237549	-124.894661
14464.929199	-119.002029
14467.620850	-119.126122
14470.312500	-121.160011
14473.004150	-121.080475
14475.695801	-118.935684
14478.387451	-115.710999
14481.079102	-117.486374
14483.770752	-114.675392
14486.462402	-114.828423
14489.154053	-115.451126
14491.845703	-116.134544
14494.537354	-116.540184
14497.229004	-120.947510
14499.920654	-121.777229
14502.612305	-122.869362
14505.303955	-117.924667
14507.995605	-121.466667
14510.687256	-118.694489
14513.378906	-119.584984
14516.070557	-124.514847
14518.762207	-118.018456
14521.453857	-120.213814
14524.145508	-118.718887
14526.837158	-121.106117
14529.528809	-119.406097
14532.220459	-128.908508
14534.912109	-126.344994
14537.603760	-124.425888
14540.295410	-121.537415
14542.987061	-120.275368
14545.678711	-121.622795
14548.370361	-122.072235
14551.062012	-122.807114
14553.753662	-122.336487
14556.445313	-122.901688
14559.136963	-119.129219
14561.828613	-117.778664
14564.520264	-119.042892
14567.211914	-120.599747
14569.903564	-120.732048
14572.595215	-121.468719
14575.286865	-126.749771
14577.978516	-126.886261
14580.670166	-123.621948
14583.361816	-122.181557
14586.053467	-126.286034
14588.745117	-120.735031
14591.436768	-119.597008
14594.128418	-120.405128
14596.820068	-121.740906
14599.511719	-133.520706
14602.203369	-125.736519
14604.895020	-125.162346
14607.586670	-124.004486
14610.278320	-122.409149
14612.969971	-121.614174
14615.661621	-122.407631
14618.353271	-125.393356
14621.044922	-120.205368
14623.736572	-119.076645
14626.428223	-118.023338
14629.119873	-120.580841
14631.811523	-117.812317
14634.503174	-119.662216
14637.194824	-118.799149
14639.886475	-118.621437
14642.578125	-121.039986
14645.269775	-118.401718
14647.961426	-116.795860
14650.653076	-114.406204
14653.344727	-115.134010
14656.036377	-116.427605
14658.728027	-119.457802
14661.419678	-126.970894
14664.111328	-120.968590
14666.802979	-117.758499
14669.494629	-115.374939
14672.186279	-117.366699
14674.877930	-113.755608
14677.569580	-116.532501
14680.261230	-121.882568
14682.952881	-115.832581
14685.644531	-120.072311
14688.336182	-121.355164
14691.027832	-117.080460
14693.719482	-118.879021
14696.411133	-117.879059
14699.102783	-117.382912
14701.794434	-116.500992
14704.486084	-116.770592
14707.177734	-115.276764
14709.869385	-116.828712
14712.561035	-123.623276
14715.252686	-120.103462
14717.944336	-116.867859
14720.635986	-118.374474
14723.327637	-117.164337
14726.019287	-117.088402
14728.710938	-122.759438
14731.402588	-123.211815
14734.094238	-120.030785
14736.785889	-119.851143
14739.477539	-120.753517
14742.169189	-117.662704
14744.860840	-117.930252
14747.552490	-120.260384
14750.244141	-118.239601
14752.935791	-116.672905
14755.627441	-119.410507
14758.319092	-119.122658
14761.010742	-117.751686
14763.702393	-118.238319
14766.394043	-117.539734
14769.085693	-120.378548
14771.777344	-121.644768
14774.468994	-120.504723
14777.160645	-120.316742
14779.852295	-117.285248
14782.543945	-114.536888
14785.235596	-113.078194
14787.927246	-114.095833
14790.618896	-123.917206
14793.310547	-117.905304
14796.002197	-116.826904
14798.693848	-114.413353
14801.385498	-116.850975
14804.077148	-118.587418
14806.768799	-119.544724
14809.460449	-117.357758
14812.152100	-114.908638
14814.843750	-120.045212
14817.535400	-117.191887
14820.227051	-117.248283
14822.918701	-120.972153
14825.610352	-117.624344
14828.302002	-119.785210
14830.993652	-119.323952
14833.685303	-114.569443
14836.376953	-117.171188
14839.068604	-116.755081
14841.760254	-117.040771
14844.451904	-117.513847
14847.143555	-116.178711
14849.835205	-119.838844
14852.526855	-121.508873
14855.218506	-117.347191
14857.910156	-115.668427
14860.601807	-116.114738
14863.293457	-116.574646
14865.985107	-115.031044
14868.676758	-113.800880
14871.368408	-113.829803
14874.060059	-115.222336
14876.751709	-118.725021
14879.443359	-117.780884
14882.135010	-116.515488
14884.826660	-120.942139
14887.518311	-119.663635
14890.209961	-122.344505
14892.901611	-126.382004
14895.593262	-125.747055
14898.284912	-121.640480
14900.976563	-116.851395
14903.668213	-116.331917
14906.359863	-114.570877
14909.051514	-114.999458
14911.743164	-118.965599
14914.434814	-114.799545
14917.126465	-114.443497
